

0.5123636214; 0.5350414507; 0.4838998806; 0.5250395180; 0.6630109146
0.5512731610; 0.4101547770; 0.2698700425; 0.6526788256; 0.9612123210
0.6321173338; 0.6616167740; 0.7620067940; 0.8900180422; 0.3598583681


0.7860955630; 0.2889333705; 0.5799681691; 0.4173693001; 0.2492371462
0.0044401620; 0.3110454311; 0.5000290719; 0.4339060588; 0.6557718848
0.7275868327; 0.8039540348; 0.4800793595; 0.3641259960; 0.2544373738


0.5528584539; 0.4769416755; 0.7239924458; 0.6728605561; 0.6709824854
0.3584785302; 0.4602553466; 0.8785711099; 0.8254998711; 0.4960363037
0.5273092393; 0.3645778245; 0.5093491824; 0.6066177464; 0.5539806543


0.5920644551; 0.4617341325; 0.1218404849; 0.5210200697; 0.6842613222
0.2028386696; 0.4994945085; 0.2080254827; 0.3334968606; 0.2961755741
0.4542624333; 0.5822791351; 0.9865237466; 0.6087631474; 0.6434884389


0.6969484782; 0.4619705046; 0.2249698703; 0.5208641924; 0.7583585946
0.1474991357; 0.2581515823; 0.3417074421; 0.5811860169; 0.5764060202
0.3601583637; 0.5332045452; 0.5476875930; 0.5945957223; 0.7783252268


0.2832932322; 0.3555596920; 0.0438013915; 0.8190427241; 0.3877933488
0.3601939980; 0.4264795811; 0.5043296770; 0.5705746494; 0.6931590274
0.5395774881; 0.3936483914; 0.4218390237; 0.6174846779; 0.3105641369


0.5047221238; 0.1313726376; 0.5248488029; 0.1131985444; 0.0695853272
0.5806954422; 0.5443703039; 0.7364263371; 0.5683871782; 0.5061141891
0.4449758576; 0.9732688398; 0.3585515003; 0.3980066987; 0.4936879273


0.5693599369; 0.5133076073; 0.7376622819; 0.5597921337; 0.4090560182
0.3208247060; 0.2171211276; 0.8222925252; 0.3974907294; 0.2103463440
0.5880528709; 0.3845407240; 0.3576936638; 0.3374667683; 0.5461635091


0.7289645976; 0.4335079515; 0.6295828532; 0.8106794209; 0.4277469246
0.1848009932; 0.3683985344; 0.7180757568; 0.2969371323; 0.3222568520
0.7453256092; 0.5919166297; 0.6516808510; 0.7784748458; 0.3500481847


0.1816025617; 0.3027819666; 0.3987193461; 0.6199337734; 0.6008717234
0.7973448902; 0.4961643574; 0.8093838271; 0.0977752740; 0.5590082129
0.2497939603; 0.3964226750; 0.6655659658; 0.7321914508; 0.3547997735


0.7017037547; 0.3700700487; 0.3914403375; 0.2546658385; 0.3281173890
0.7811784229; 0.3473359366; 0.7111511487; 0.3648022085; 0.7232625138
0.3981839522; 0.0440130609; 0.6153355859; 0.4338435070; 0.6896995881


0.7770836767; 0.6141137988; 0.3889811096; 0.6196112323; 0.2452035524
0.2536573698; 0.3916086173; 0.5206757313; 0.7174403628; 0.5994148084
0.8111057513; 0.6140583644; 0.9200234664; 0.5150956744; 0.7151267881


0.0000842694; 0.1353948329; 0.3973510864; 0.5058508970; 0.5861882048
0.8953830058; 0.2439018380; 0.5316772363; 0.4695993810; 0.9302539653
0.5567824526; 0.3014207984; 0.6069506788; 0.7123482943; 0.4616758376


0.2581857351; 0.1408475419; 0.1727444621; 0.8113445155; 0.6072720678
0.8278901308; 0.3243824138; 0.4751323417; 0.5788450578; 0.9913084830
0.5620776271; 0.8196467344; 0.4175800590; 0.8815127684; 0.4645836009


0.3884079726; 0.4373171147; 0.0232663299; 0.4606818307; 0.5468956925
0.8459603693; 0.4435072775; 0.7432022821; 0.5992970782; 0.7605438199
0.7575281397; 0.7724348690; 0.5214690057; 0.6279510685; 0.8018517432


0.2093935164; 0.4734726054; 0.3977111104; 0.6223204051; 0.1871682406
0.5140269587; 0.6755892683; 0.6785816968; 0.3258074410; 0.2101183405
0.3617012331; 0.2001935879; 0.3330629117; 0.4906483447; 0.4615493161


0.3219218477; 0.2896991359; 0.2883998770; 0.6542543255; 0.8819592053
0.4308817161; 0.5516539936; 0.5430534349; 0.2655763423; 0.9596383535
0.5192878299; 0.6225333781; 0.1577582677; 0.8763877849; 0.2122700890


0.2492025470; 0.6936338453; 0.2723861506; 0.3805227693; 0.3714578398
0.3281176680; 0.4146293300; 0.8200234488; 0.2807941836; 0.6555885619
0.1276647328; 0.5802799943; 0.8294328726; 0.9998431390; 0.3559491607


0.2800018964; 0.6393700400; 0.2394906471; 0.7727974381; 0.4808702869
0.3898608104; 0.8590745107; 0.8326316443; 0.4903480454; 0.6251954096
0.3640018234; 0.3975858958; 0.6678415050; 0.8944379236; 0.2106226354


0.1346097351; 0.3570632214; 0.2516440139; 0.6083139158; 0.5414114399
0.3540897811; 0.3923734814; 0.5349268677; 0.4004704439; 0.8191785850
0.4248237574; 0.6281187688; 0.8102510752; 0.6991424094; 0.1823718634


0.5231152329; 0.4287928044; 0.2420093664; 0.5197291469; 0.3316096635
0.9994407076; 0.0027143992; 0.5512828232; 0.6895374312; 0.7773540897
0.3042031075; 0.5131462737; 0.3002568157; 0.6901512689; 0.4639031221


0.2833858095; 0.5889436829; 0.2274919344; 0.2673028128; 0.5634541901
0.8704295901; 0.6370038295; 0.6175846558; 0.4936404434; 0.5484438535
0.3451525019; 0.6685771109; 0.5923522593; 0.8325066241; 0.0813065894


0.3903062001; 0.3329473981; 0.3753915761; 0.4363107005; 0.7331615231
0.6731473490; 0.5673604912; 0.6634981901; 0.3211879594; 0.5360450026
0.4778906453; 0.4645923953; 0.6684798702; 0.8314032173; 0.0092760025


0.3675009870; 0.2066410977; 0.6901776684; 0.3069477329; 0.7656595284
0.8033478625; 0.5139584919; 0.7305779041; 0.2669476558; 0.4373272088
0.5393196143; 0.2318646179; 0.7744573393; 0.6429837323; 0.3865117622


0.2991699751; 0.5318318017; 0.3168056233; 0.4968904687; 0.4241739727
0.9976844641; 0.1635160780; 0.1831114687; 0.6284273505; 0.9982515291
0.1573258533; 0.9140659658; 0.4627249443; 0.6447253810; 0.4966338678


0.6484507959; 0.8904745473; 0.2539926833; 0.7248231997; 0.2546917248
0.8857479297; 0.6209697654; 0.7513513696; 0.8164124179; 0.8415890139
0.2079601547; 0.3860889340; 0.3889861121; 0.9924494256; 0.0796656463


0.6416756411; 0.1621846182; 0.1741618716; 0.8719772015; 0.8676251406
0.3722042193; 0.3539025325; 0.7176736992; 0.6478535503; 0.9037576044
0.4123606766; 0.6690872832; 0.5811415935; 0.8204548976; 0.4565035100


0.3885105572; 0.4532068711; 0.0025964669; 0.6249705238; 0.1498013718
0.7419780269; 0.1524421306; 0.4635693353; 0.3080602040; 0.9954618503
0.5500265508; 0.6216245126; 0.7726501192; 0.5024616127; 0.3543109243


0.5927635184; 0.2313450352; 0.4570926272; 0.9829293525; 0.5814273238
0.8393467417; 0.3098524446; 0.6471629786; 0.5640964285; 0.7733354001
0.3652352376; 0.6738464572; 0.3907556728; 0.9979231758; 0.5340152215


0.4677666343; 0.1077813138; 0.5887909334; 0.6103813053; 0.3552339155
0.6606599805; 0.3070117686; 0.8162712489; 0.7864254781; 0.9608389801
0.4549783441; 0.8324169118; 0.5569464754; 0.7483264420; 0.4052771724


0.4739559010; 0.2640355608; 0.0859670472; 0.8543254060; 0.3872872064
0.9954581589; 0.2019589762; 0.4012207202; 0.7691487850; 0.9354757917
0.6814766565; 0.5777551456; 0.2760584633; 0.9997952028; 0.4964341626


0.4493801386; 0.6035996128; 0.0326014437; 0.6429881139; 0.2030965606
0.8765693977; 0.2895280981; 0.5162421572; 0.3569300285; 0.8776498338
0.7105062494; 0.4733948655; 0.7448284728; 0.8949688124; 0.4513985768


0.1626576941; 0.4599861733; 0.2974620400; 0.4669491960; 0.3920290464
0.8516696630; 0.0935331143; 0.6203737285; 0.6900879634; 0.9533252038
0.1537730060; 0.6764466497; 0.0002620262; 0.7569660223; 0.7022479636


0.2903301872; 0.5886986094; 0.3297625645; 0.4463656901; 0.7724901240
0.7618715936; 0.3292261407; 0.6400286215; 0.4939618776; 0.6280994118
0.3670410743; 0.6241723877; 0.4235409954; 0.5775404485; 0.2536573587


0.3029466892; 0.4160004788; 0.0940677228; 0.3839217952; 0.3334651559
0.7596309028; 0.2064362841; 0.6451143715; 0.6333907513; 0.5504525608
0.1431846973; 0.4502178438; 0.0618556096; 0.6460409599; 0.4655297550


0.2939971435; 0.4094961646; 0.5856822743; 0.2742422606; 0.2524664031
0.9666165675; 0.4388140793; 0.6576066747; 0.4039779317; 0.8236186107
0.3313614490; 0.5777203122; 0.6091366457; 0.9057470324; 0.2525114312


0.5776434864; 0.0863642541; 0.0252308346; 0.5276164101; 0.2612183938
0.8247298269; 0.3085274691; 0.5990968212; 0.8220588782; 0.7884710570
0.2800583606; 0.7137333684; 0.9806530208; 0.8158148498; 0.1536878433


0.6955692776; 0.5186055270; 0.0652658389; 0.9999937334; 0.6054628151
0.7148176737; 0.1921417855; 0.7429136463; 0.7873042568; 0.9870334192
0.6374678128; 0.4206689400; 0.2156418090; 0.8808416168; 0.4594323113


0.5353129668; 0.2912928235; 0.1703984597; 0.9738995527; 0.3573581272
0.9088218850; 0.3160689615; 0.6814257450; 0.7898953407; 0.8479308369
0.6104715597; 0.5828514407; 0.5454293336; 0.8948223223; 0.4434495068


0.5703975287; 0.0015425971; 0.0159601388; 0.9999867327; 0.4450742277
0.5181260149; 0.0237161601; 0.3646083222; 0.5284567414; 0.9490351472
0.7424471270; 0.6802513870; 0.6867628451; 0.8681638523; 0.7567562138


0.2358286068; 0.0942212203; 0.1187107029; 0.8016496174; 0.7464880204
0.9537878399; 0.3794085018; 0.3615218763; 0.5626150228; 0.8430807794
0.5570069930; 0.9868352661; 0.7021374896; 0.9872413000; 0.2732278017


0.5660500062; 0.3953605629; 0.3642759661; 0.6516746092; 0.3329740072
0.9272257717; 0.0611447544; 0.7767476545; 0.7318970626; 0.9971825321
0.6729807400; 0.4901669699; 0.1484592028; 0.9558545613; 0.3016308432


0.3064142960; 0.4122552421; 0.0842343412; 0.6041046533; 0.6504753743
0.8510780035; 0.2844920018; 0.8582670005; 0.7024374699; 0.9573196893
0.7155975672; 0.7153004671; 0.5256058700; 0.8763014325; 0.4702193952


0.3557001738; 0.3343903944; 0.0306733491; 0.9607538141; 0.7639918734
0.9881787846; 0.1332208932; 0.5501865054; 0.5589363364; 0.9072298531
0.5368890349; 0.5350239484; 0.3217065201; 0.9764180504; 0.7206380445


0.2334105674; 0.0918410298; 0.0959297411; 0.8560577111; 0.5825648879
0.8606581395; 0.1048181374; 0.5010464058; 0.1886561898; 0.8879169109
0.4463963466; 0.6581431061; 0.2744407653; 0.9934565996; 0.5828718808


0.3240483735; 0.2914134849; 0.1430580230; 0.6671637452; 0.2570679214
0.8982422841; 0.5564692768; 0.6856191430; 0.5696426140; 0.9612497413
0.4042515361; 0.7618586180; 0.3636574661; 0.5379038525; 0.4248908182


0.7929649547; 0.1545459286; 0.2227266873; 0.5692618327; 0.4291340365
0.8903568220; 0.1915668909; 0.3041637666; 0.6441583274; 0.5932277404
0.5208252263; 0.7300954285; 0.5313233509; 0.9436967948; 0.3461549417


0.1394543365; 0.0305070695; 0.5022005107; 0.4802702135; 0.6003057848
0.7707209890; 0.0072710766; 0.4818445060; 0.9409040307; 0.9705725117
0.3909787787; 0.5941648939; 0.8522043447; 0.9891157578; 0.5161206098


0.2763538813; 0.2403609197; 0.2575426266; 0.8752740602; 0.6771877002
0.8278424371; 0.4457038909; 0.4983487030; 0.5955288340; 0.8845092196
0.4527107995; 0.5545107243; 0.1146577593; 0.9519973408; 0.4819015355


0.2376689467; 0.0078259751; 0.0508317528; 0.6786247464; 0.2976920789
0.4802442234; 0.5806698581; 0.6344230284; 0.4881881529; 0.9805702222
0.6967625877; 0.4480707498; 0.6370142362; 0.9710899708; 0.5768792077


0.5450483086; 0.4991300615; 0.2186749752; 0.6641329322; 0.7014375433
0.8991509414; 0.4173402590; 0.6826291962; 0.8026135041; 0.9974822094
0.6557828805; 0.6012632741; 0.4775238053; 0.7958248195; 0.5187277124


0.5260544173; 0.1558654533; 0.1921551097; 0.8142417556; 0.8764739273
0.8788870570; 0.0076196510; 0.1391733228; 0.4072466465; 0.9964283403
0.3963706188; 0.8337758065; 0.2768873885; 0.9907967355; 0.4753483330


0.6066561524; 0.2408343288; 0.2529880869; 0.7847354604; 0.3078086284
0.8870965685; 0.1777752229; 0.8484139009; 0.3227450437; 0.3455158249
0.1958477911; 0.7831339133; 0.1935501486; 0.5521746306; 0.3873306854


0.2784395447; 0.2820052092; 0.0059299442; 0.9900057753; 0.5557276078
0.9874315003; 0.7037249085; 0.3987927768; 0.2811248608; 0.5095747096
0.3799292156; 0.6476097855; 0.6922633075; 0.9940949996; 0.5628875000


0.2354515999; 0.6268476401; 0.2363021012; 0.9854553447; 0.0917945459
0.9654788922; 0.1254227441; 0.5095063524; 0.3898894633; 0.6139643330
0.6733514255; 0.9177412059; 0.2574967236; 0.7481304570; 0.5237503942


0.4246324821; 0.0008395310; 0.1714703897; 0.8988420593; 0.0915396645
0.7265668502; 0.2248082342; 0.4497742375; 0.2907629414; 0.8731477284
0.4984140670; 0.3889020621; 0.0134488833; 0.7920583880; 0.5125081489


0.3564681827; 0.3156160043; 0.1030434243; 0.9953391140; 0.7526257927
0.7888920261; 0.2331842913; 0.5657593169; 0.9023583214; 0.9134024896
0.6603295879; 0.2492654401; 0.4118424141; 0.8846456788; 0.6148848306


0.4470668133; 0.5469336081; 0.6916391313; 0.8214033784; 0.3821240201
0.9789404036; 0.3142914644; 0.3142832745; 0.3593121685; 0.9855933343
0.4497790073; 0.3399241334; 0.0344327939; 0.8705620446; 0.8967557861


0.5754558336; 0.3344175518; 0.0524090379; 0.9993291692; 0.5349393729
0.9492149284; 0.0037988650; 0.2663274302; 0.5576933254; 0.7439816120
0.5641436734; 0.4392845241; 0.2010307826; 0.8974667707; 0.6371529697


0.9258475194; 0.2921546090; 0.0470258772; 0.9679240642; 0.4173614599
0.7308826314; 0.5199848499; 0.7223436323; 0.6063207100; 0.9744610206
0.2677106857; 0.8136027358; 0.5030246549; 0.8007744075; 0.6933365433


0.0345258153; 0.2626517544; 0.0577555766; 0.9331944926; 0.7562776248
0.9953496251; 0.0881475450; 0.4951506989; 0.3233886440; 0.9956983313
0.1880926948; 0.4003310373; 0.1133551410; 0.9907741725; 0.9998127230


0.0015306690; 0.2690852314; 0.1477586535; 0.9443685211; 0.2899705248
0.9434900514; 0.4960230181; 0.6198331451; 0.4793493450; 0.6442331628
0.5784028116; 0.5301568553; 0.6089036515; 0.9874216288; 0.6000534897


0.5544951922; 0.4170284091; 0.1167923010; 0.9188284703; 0.5368560694
0.7884296548; 0.1288888592; 0.1579648222; 0.9150073454; 0.7424422342
0.6186360703; 0.7737249883; 0.8036307201; 0.9965505276; 0.7245639710


0.3607629327; 0.0803066090; 0.0409633525; 0.8034351738; 0.2780336657
0.7120373294; 0.2444210644; 0.5412358984; 0.3426247371; 0.5557525580
0.7890130238; 0.6151655697; 0.4917669255; 0.9232826230; 0.7379044009


0.3967531433; 0.2101932273; 0.4443635936; 0.8950050495; 0.6082112126
0.8507037908; 0.1866771250; 0.4589850630; 0.5411692467; 0.8114756619
0.0156258123; 0.5556081567; 0.6414235886; 0.8953396632; 0.3448352499


0.0324547064; 0.4841530423; 0.0580197229; 0.9147199121; 0.5307414636
0.9886107648; 0.0072764351; 0.6919381685; 0.2944818825; 0.8554789955
0.5552058478; 0.5174437043; 0.6234143268; 0.9110401438; 0.7609103579


0.3870730412; 0.2909113682; 0.2285097648; 0.7678805679; 0.5550290171
0.9148896055; 0.0012344920; 0.6541375618; 0.5913815010; 0.2892075265
0.6573147544; 0.9107448417; 0.4904237880; 0.6401062928; 0.5001048301


0.3374151097; 0.1355411673; 0.1413866099; 0.9992547460; 0.4441545361
0.9778647453; 0.0168954964; 0.3429048360; 0.8338048890; 0.7619902800
0.4809009941; 0.1712929620; 0.3351965252; 0.9999476398; 0.6973237113


0.3753532650; 0.2348178039; 0.2254697196; 0.9868030827; 0.0557484293
0.9701295474; 0.1871418545; 0.2064455635; 0.3532921678; 0.7888184340
0.6275152140; 0.6407097674; 0.5701889971; 0.6147882549; 0.4629711721


0.7035888143; 0.0018277436; 0.1834866990; 0.6623436670; 0.3540938735
0.9286469418; 0.0684638134; 0.3852742355; 0.7700009508; 0.8320078746
0.5439019882; 0.4046966534; 0.3407622869; 0.9961338410; 0.2778639300


0.4272062338; 0.1078020523; 0.1186450857; 0.9993804416; 0.5223156590
0.9527563938; 0.0030834197; 0.4569816406; 0.5365039208; 0.7120383531
0.5540991008; 0.5924873318; 0.6075516675; 0.9855670311; 0.1012487625


0.7550460222; 0.3921870375; 0.0005333489; 0.7368401927; 0.6746191370
0.8394166175; 0.4781089009; 0.7559403175; 0.4014512771; 0.6393263208
0.6182283023; 0.5961114067; 0.5377228505; 0.8945354405; 0.9723408203


0.3760988522; 0.4137467636; 0.4063940516; 0.8858934975; 0.3950142171
0.7920722634; 0.1279111891; 0.4723405474; 0.6478110444; 0.5432580757
0.8905933473; 0.5860547593; 0.3833460777; 0.7118582087; 0.4593263379


0.3795652712; 0.2189727693; 0.2999857003; 0.9983710028; 0.4545456897
0.9839506371; 0.0094598990; 0.4085733509; 0.9651645632; 0.2855523707
0.6047584070; 0.5212581115; 0.5725581705; 0.9142581990; 0.5112533153


0.5787684196; 0.3953221810; 0.0848255314; 0.7397753010; 0.4549136220
